NCBI.id,name
1357,CPA1
3159,HMGA1
9439,MED23
6049,RNF6
80790,CMIP
5108,PCM1
489,ATP2A3
1757,SARDH
254251,LCORL
131034,CPNE4
222234,FAM185A
2887,GRB10
23499,MACF1
744,MPPED2
23017,FAIM2
57224,NHSL1
9690,UBE3C
158038,LINGO2
91694,LONRF1
596,BCL2
79668,PARP8
9055,PRC1
1028,CDKN1C
56648,EIF5A2
89866,SEC16B
3146,HMGB1
3170,FOXA2
1005,CDH7
7273,TTN
5071,PRKN
57542,KLHL42
5523,PPP2R3A
54801,HAUS6
56034,PDGFC
5728,PTEN
2180,ACSL1
514,ATP5F1E
22913,RALY
22837,COBLL1
80309,SPHKAP
222389,BEND7
374383,NCR3LG1
313,AOAH
5738,PTGFRN
57497,LRFN2
8527,DGKD
151258,SLC38A11
128866,CHMP4B
6938,TCF12
29999,FSCN3
27250,PDCD4
56704,JPH1
23493,HEY2
3597,IL13RA1
7486,WRN
11124,FAF1
197358,NLRC3
51085,MLXIPL
10725,NFAT5
162515,SLC16A11
116461,TSEN15
54847,SIDT1
10809,STARD10
9819,TSC22D2
153241,CEP120
2894,GRID1
54465,ETAA1
337,APOA4
1408,CRY2
54708,MARCHF5
5028,P2RY1
220064,LTO1
6462,SHBG
79672,FN3KRP
25817,TAFA5
64778,FNDC3B
9734,HDAC9
78997,GDAP1L1
79832,QSER1
3700,ITIH4
2114,ETS2
4825,NKX6-1
54832,VPS13C
133746,JMY
4864,NPC1
144348,ZNF664
54622,ARL15
152273,FGD5
9267,CYTH1
8618,CADPS
51144,HSD17B12
92597,MOB1B
84456,L3MBTL3
10655,DMRT2
55227,LRRC1
1112,FOXN3
415116,PIM3
846,CASR
84327,ZBED3
10336,PCGF3
5587,PRKD1
728780,ANKDD1B
383,ARG1
26276,VPS33B
23414,ZFPM2
84163,GTF2IRD2
114904,C1QTNF6
2565,GABRG1
10207,PATJ
6729,SRP54
56916,SMARCAD1
5530,PPP3CA
2591,GALNT3
57158,JPH2
4223,MEOX2
57665,RDH14
5310,PKD1
55746,NUP133
22879,MON1B
57616,TSHZ3
2563,GABRD
381,ARF5
91433,RCCD1
10758,TRAF3IP2
2736,GLI2
578,BAK1
6558,SLC12A2
3416,IDE
64123,ADGRL4
113835,ZNF257
2891,GRIA2
90627,STARD13
54543,TOMM7
9340,GLP2R
10075,HUWE1
6497,SKI
3625,INHBB
5557,PRIM1
7104,TM4SF4
2065,ERBB3
84986,ARHGAP19
4605,MYBL2
84196,USP48
148479,PHF13
157855,KCNU1
84464,SLX4
55164,SHQ1
100130958,SYCE1L
9398,CD101
54886,PLPPR1
90134,KCNH7
80312,TET1
482,ATP1B2
22849,CPEB3
201266,SLC39A11
6295,SAG
26153,KIF26A
7422,COL18A1
10652,YKT6
5169,ENPP3
79966,SCD5
399979,SNX19
55284,UBE2W
5649,RELN
5179,PENK
4214,MAP3K1
4058,LTK
5801,PTPRR
23026,MYO16
8082,SSPN
159989,DEUP1
11264,PXMP4
11218,DDX20
137964,GPAT4
353500,BMP8A
5140,PDE3B
9882,TBC1D4
55218,EXD2
1305,COL13A1
221037,JMJD1C
204474,PDILT
26872,STEAP1
673,BRAF
23262,PPIP5K2
2475,MTOR
92,ACVR2A
1602,DACH1
7903,ST8SIA4
84678,KDM2B
7092,TLL1
23764,MAFF
9557,CHD1L
2138,EYA1
5368,PNOC
64324,NSD1
10884,MRPS30
7054,TH
29967,LRP12
84952,CGNL1
57120,GOPC
80204,FBXO11
23335,WDR7
9353,SLIT2
4082,MARCKS
57604,TRMT9B
55209,SETD5
55328,RNLS
200895,DHFR2
11122,PTPRT
7490,WT1
10801,SEPTIN9
5934,RBL2
7776,ZNF236
51654,CDK5RAP1
8019,BRD3
2914,GRM4
5335,PLCG1
128486,FITM2
8925,HERC1
54536,EXOC6
4899,NRF1
5116,PCNT
23316,CUX2
9814,SFI1
6801,STRN
64318,NOC3L
57181,SLC39A10
902,CCNH
27253,PCDH17
2262,GPC5
10180,RBM6
162540,SPPL2C
55125,CEP192
6886,TAL1
64710,NUCKS1
140901,STK35
1487,CTBP1
389549,FEZF1
10642,IGF2BP1
55671,PPP4R3A
26608,TBL2
253143,PRR14L
55734,ZFP64
10296,MAEA
25813,SAMM50
9903,KLHL21
23037,PDZD2
161198,CLEC14A
389072,PLEKHM3
163702,IFNLR1
80746,TSEN2
238,ALK
8825,LIN7A
115,ADCY9
130271,PLEKHH2
4295,MLN
9444,QKI
3915,LAMC1
10242,KCNMB2
9051,PSTPIP1
29951,PDZRN4
11267,SNF8
2668,GDNF
950,SCARB2
81553,FAM49A
55954,ZMAT5
85301,COL27A1
26122,EPC2
168850,ZNF800
11245,GPR176
57453,DSCAML1
10905,MAN1A2
137868,SGCZ
90427,BMF
23185,LARP4B
8935,SKAP2
100131390,SP9
969,CD69
6256,RXRA
993,CDC25A
54437,SEMA5B
8470,SORBS2
472,ATM
55170,PRMT6
9111,NMI
7057,THBS1
3778,KCNMA1
57619,SHROOM3
390205,LRRC10B
54431,DNAJC10
3797,KIF3C
5607,MAP2K5
5980,REV3L
1435,CSF1
3768,KCNJ12
57097,PARP11
1588,CYP19A1
26751,SH3YL1
25891,PAMR1
3720,JARID2
4843,NOS2
9312,KCNB2
89978,DPH6
80201,HKDC1
84929,FIBCD1
114134,SLC2A13
10477,UBE2E3
2346,FOLH1
5795,PTPRJ
23139,MAST2
254013,ETFBKMT
28231,SLCO4A1
221491,SMIM29
8879,SGPL1
2895,GRID2
847,CAT
552889,ATXN7L3B
81846,SBF2
23224,SYNE2
2123,EVI2A
35,ACADS
1031,CDKN2C
8816,DCAF5
11221,DUSP10
2263,FGFR2
7369,UMOD
260425,MAGI3
55023,PHIP
1756,DMD
53345,TM6SF2
1312,COMT
266655,BRD3OS
4633,MYL2
51074,APIP
5087,PBX1
9805,SCRN1
135138,PACRG
8999,CDKL2
746,TMEM258
129285,PPP1R21
9718,ECE2
9620,CELSR1
83595,SOX7
375611,SLC26A5
1871,E2F3
3490,IGFBP7
8934,RAB29
1315,COPB1
120114,FAT3
91133,L3MBTL4
7942,TFEB
5305,PIP4K2A
399694,SHC4
79190,IRX6
26959,HBP1
2332,FMR1
57824,HMHB1
23030,KDM4B
55275,VPS53
23586,DDX58
403314,APOBEC4
7079,TIMP4
345,APOC3
84133,ZNRF3
6402,SELL
139378,ADGRG4
55568,GALNT10
115209,OMA1
140689,CBLN4
10950,BTG3
8087,FXR1
94134,ARHGAP12
10827,FAM114A2
10795,ZNF268
27347,STK39
10043,TOM1
9223,MAGI1
1773,DNASE1
375612,LHFPL3
5596,MAPK4
23105,FSTL4
200728,TMEM17
23294,ANKS1A
29091,STXBP6
55833,UBAP2
51271,UBAP1
392636,AGMO
29102,DROSHA
3670,ISL1
29125,C11orf21
64759,TNS3
23528,ZNF281
9902,MRC2
136306,SVOPL
7410,VAV2
83850,ESYT3
11227,GALNT5
869,CBLN1
3308,HSPA4
154141,MBOAT1
10745,PHTF1
8771,TNFRSF6B
23059,CLUAP1
8789,FBP2
256815,C10orf67
53353,LRP1B
1187,CLCNKA
339479,BRINP3
100144748,KLLN
9559,VPS26A
7025,NR2F1
83988,NCALD
10743,RAI1
6014,RIT2
84910,TMEM87B
51582,AZIN1
100,ADA
143570,XRRA1
3026,HABP2
8708,B3GALT1
3838,KPNA2
57523,NYNRIN
57198,ATP8B2
5136,PDE1A
1105,CHD1
23199,GSE1
143187,VTI1A
152877,FAM53A
57521,RPTOR
8459,TPST2
91653,BOC
115827,RAB3C
8476,CDC42BPA
9900,SV2A
5076,PAX2
81501,DCSTAMP
79846,CFAP69
79772,MCTP1
2294,FOXF1
48,ACO1
10613,ERLIN1
205,AK4
23101,MCF2L2
6323,SCN1A
6328,SCN3A
2554,GABRA1
2562,GABRB3
2566,GABRG2
6513,SLC2A1
57582,KCNT1
6812,STXBP1
9681,DEPDC5
1476,CSTB
51741,WWOX
112476,PRRT2
378884,NHLRC1
501,ALDH7A1
7957,EPM2A
3785,KCNQ2
2775,GNAO1
9211,LGI1
170302,ARX
154881,KCTD7
1759,DNM1
11284,PNKP
6709,SPTAN1
6324,SCN1B
79876,UBA5
23334,SZT2
55163,PNPO
8131,NPRL3
3704,ITPA
79751,SLC25A22
3737,KCNA2
3747,KCNC2
348980,HCN1
23241,PACS2
221927,BRAT1
10641,NPRL2
79868,ALG13
9570,GOSR2
85440,DOCK7
1141,CHRNB2
9091,PIGQ
8867,SYNJ1
27133,KCNH5
23732,FRRS1L
5274,SERPINI1
10501,SEMA6B
2257,FGF12
6616,SNAP25
112755,STX1B
3746,KCNC1
6775,STAT4
1956,EGFR
1230,CCR1
80279,CDK5RAP3
29842,TFCP2L1
63895,PIEZO2
133022,TRAM1L1
57448,BIRC6
55915,LANCL2
9197,SLC33A1
445,ASS1
9531,BAG3
23066,CAND2
2201,FBN2
5578,PRKCA
2869,GRK5
93643,TJAP1
90523,MLIP
134728,IRAK1BP1
56911,MAP3K7CL
1482,NKX2-5
64753,CCDC136
2318,FLNC
84909,AOPEP
7813,EVI5
5241,PGR
100101267,POM121C
817,CAMK2D
27129,HSPB7
23731,TMEM245
4629,MYH11
7531,YWHAE
23234,DNAJC9
388591,RNF207
121260,SLC15A4
51684,SUFU
9148,NEURL1
9497,SLC4A7
58528,RRAGD
3633,INPP5B
29881,NPC1L1
91937,TIMD4
23460,ABCA6
3250,HPR
432,ASGR1
27329,ANGPTL3
350,APOH
23358,USP24
116519,APOA5
2621,GAS6
90634,N4BP2L1
6484,ST3GAL4
10767,HBS1L
51141,INSIG2
29116,MYLIP
7367,UGT2B17
23461,ABCA5
9935,MAFB
26974,ZNF285
6194,RPS6
55167,MSL2
284013,VMO1
8647,ABCB11
3836,KPNA1
199964,TMEM61
9931,HELZ
100129278,TDRD15
9520,NPEPPS
4126,MANBA
1581,CYP7A1
137886,UBXN2B
1879,EBF1
29941,PKN3
9785,DHX38
6597,SMARCA4
26577,PCOLCE2
675,BRCA2
9697,TRAM2
84189,SLITRK6
1787,TRDMT1
9867,PJA2
56895,AGPAT4
10,NAT2
84243,ZDHHC18
9394,HS6ST1
55333,SYNJ2BP
1289,COL5A1
23251,MINAR1
10128,LRPPRC
433,ASGR2
51637,RTRAF
79618,HMBOX1
659,BMPR2
27283,TINAG
23240,TMEM131L
221223,CES5A
80745,THUMPD2
63974,NEUROD6
10053,AP1M2
400831,C20orf202
345275,HSD17B13
114818,KLHL29
80007,C10orf88
84154,RPF2
55591,VEZT
440275,EIF2AK4
4093,SMAD9
93166,PRDM6
183,AGT
2977,GUCY1A2
1910,EDNRB
9496,TBX4
2028,ENPEP
2658,GDF2
79572,ATP13A3
1621,DBH
64321,SOX17
6909,TBX2
4803,NGF
6541,SLC7A1
56246,MRAP
3632,INPP5A
80012,PHC3
219621,CABCOCO1
5119,CHMP1A
182,JAG1
23515,MORC3
57580,PREX1
2296,FOXC1
3360,HTR4
4046,LSP1
55349,CHDH
57139,RGL3
28996,HIPK2
5294,PIK3CG
8603,FAM193A
23370,ARHGEF18
10533,ATG7
57016,AKR1B10
2626,GATA4
5586,PKN2
51422,PRKAG2
4879,NPPB
55137,FIGN
57282,SLC4A10
8850,KAT2B
401190,RGS7BP
64089,SNX16
140628,GATA5
2267,FGL1
11076,TPPP
3791,KDR
9493,KIF23
267002,PGBD2
6259,RYK
80114,BICC1
2959,GTF2B
84640,USP38
402635,GRIFIN
90637,ZFAND2A
144717,PHETA1
23609,MKRN2
4069,LYZ
1808,DPYSL2
22979,EFR3B
152110,NEK10
122042,RXFP2
5245,PHB
51196,PLCE1
8204,NRIP1
89766,UMODL1
91012,CERS5
1544,CYP1A2
144100,PLEKHA7
55105,GPATCH2
5314,PKHD1
22925,PLA2R1
151242,PPP1R1C
10184,LHFPL2
100506658,OCLN
6546,SLC8A1
26037,SIPA1L1
133,ADM
284805,C20orf203
257415,FAM133B
256144,OR4C3
57494,RIMKLB
2555,GABRA2
7525,YES1
60485,SAV1
646962,HRCT1
6469,SHH
10203,CALCRL
25932,CLIC4
94137,RP1L1
2055,CLN8
59269,HIVEP3
129804,FBLN7
92345,NAF1
26579,MYEOV
4846,NOS3
4664,NAB1
80824,DUSP16
8881,CDC16
4881,NPR1
491,ATP2B2
10753,CAPN9
196446,MYRFL
3055,HCK
4091,SMAD6
8076,MFAP5
80129,CCDC170
7421,CYP27B1
7105,TSPAN6
79577,CDC73
9585,KIF20B
652,BMP4
7448,VTN
221035,REEP3
161829,EXD1
51168,MYO15A
6936,GCFC2
5420,PODXL
8567,MADD
25925,ZNF521
55521,TRIM36
23371,TNS2
375307,CATIP
1398,CRK
51312,SLC25A37
79192,IRX1
442590,SPDYE5
51320,MEX3C
83478,ARHGAP24
6311,ATXN2
8997,KALRN
9271,PIWIL1
6654,SOS1
119391,GSTO2
7015,TERT
4729,NDUFV2
57157,PHTF2
90993,CREB3L1
54828,BCAS3
57514,ARHGAP31
388403,YPEL2
8396,PIP4K2B
7201,TRHR
4142,MAS1
169166,SNX31
6517,SLC2A4
400954,EML6
11156,PTP4A3
11052,CPSF6
3776,KCNK2
4205,MEF2A
8742,TNFSF12
5800,PTPRO
51621,KLF13
58511,DNASE2B
9575,CLOCK
4693,NDP
51232,CRIM1
23327,NEDD4L
3489,IGFBP6
2778,GNAS
10500,SEMA6C
8502,PKP4
54852,PAQR5
7323,UBE2D3
170575,GIMAP1
375449,MAST4
55120,FANCL
222194,RSBN1L
9411,ARHGAP29
5747,PTK2
10461,MERTK
9480,ONECUT2
3781,KCNN2
56154,TEX15
100505841,ZFP1
4940,OAS3
9674,KIAA0040
79884,MAP9
150159,SLC9B1
57623,ZFAT
55366,LGR4
150094,SIK1
29887,SNX10
53343,NUDT9
283093,OR4C12
157680,VPS13B
54894,RNF43
285,ANGPT2
7581,ZNF33A
56267,KYAT3
89780,WNT3A
55296,TBC1D19
79664,ICE2
6919,TCEA2
653,BMP5
51458,RHCG
54984,PINX1
54617,INO80
57584,ARHGAP21
4690,NCK1
9577,BABAM2
90326,THAP3
257019,FRMD3
143884,CWF19L2
8525,DGKZ
23014,FBXO21
6542,SLC7A2
205717,USF3
653361,NCF1
388121,TNFAIP8L3
57568,SIPA1L2
51012,PRELID3B
4351,MPI
5049,PAFAH1B2
84168,ANTXR1
23197,FAF2
54498,SMOX
205428,DIPK2A
1022,CDK7
9815,GIT2
64064,OXCT2
23259,DDHD2
11095,ADAMTS8
151195,CCNYL1
23654,PLXNB2
54820,NDE1
27247,NFU1
4140,MARK3
346562,GNAT3
57455,REXO1
64901,RANBP17
3298,HSF2
83894,TTC29
996,CDC27
4528,MTIF2
158471,PRUNE2
54768,HYDIN
255928,SYT14
4650,MYO9B
196074,METTL15
1768,DNAH6
57205,ATP10D
2843,GPR20
10874,NMU
64771,ILRUN
5782,PTPN12
420,ART4
643236,TMEM72
64151,NCAPG
646627,LYPD8
29062,WDR91
10428,CFDP1
54212,SNTG1
8658,TNKS
5617,PRL
3090,HIC1
113263,GLCCI1
56995,TULP4
324,APC
148066,ZNRF4
2078,ERG
4848,CNOT2
10846,PDE10A
51497,NELFCD
220323,OAF
3479,IGF1
54558,SPATA6
65055,REEP1
6128,RPL6
51341,ZBTB7A
9855,FARP2
79694,MANEA
65220,NADK
10602,CDC42EP3
8741,TNFSF13
57597,BAHCC1
5292,PIM1
11112,HIBADH
151056,PLB1
10529,NEBL
1650,DDOST
131474,CHCHD4
3481,IGF2
79670,TUT7
5104,SERPINA5
898,CCNE1
57609,DIP2B
9776,ATG13
56923,NMUR2
54876,DCAF16
389,RHOC
23376,UFL1
283092,OR4C13
147670,SMIM17
23258,DENND5A
4488,MSX2
23683,PRKD3
29119,CTNNA3
80205,CHD9
133121,ENPP6
678,ZFP36L2
5175,PECAM1
10395,DLC1
26050,SLITRK5
135112,NCOA7
6656,SOX1
6926,TBX3
55016,MARCHF1
22823,MTF2
114801,TMEM200A
5791,PTPRE
23284,ADGRL3
121006,FAM186A
338811,TAFA2
23076,RRP1B
79944,L2HGDH
3693,ITGB5
29995,LMCD1
10580,SORBS1
57214,CEMIP
1456,CSNK1G3
131566,DCBLD2
84070,FAM186B
151887,CCDC80
79660,PPP1R3B
114625,ERMAP
56155,TEX14
163227,ZNF100
4233,MET
1185,CLCN6
55776,SAYSD1
53826,FXYD6
60401,EDA2R
23498,HAAO
4601,MXI1
8320,EOMES
284361,EMC10
55252,ASXL2
27443,CECR2
6434,TRA2B
2695,GIP
222584,FAM83B
11278,KLF12
1024,CDK8
329,BIRC2
132,ADK
11155,LDB3
9685,CLINT1
794,CALB2
8170,SLC14A2
26263,FBXO22
10539,GLRX3
23250,ATP11A
25913,POT1
4122,MAN2A2
84033,OBSCN
284207,METRNL
23247,KIAA0556
84249,PSD2
219771,CCNY
55612,FERMT1
57634,EP400
65975,STK33
6494,SIPA1
51056,LAP3
729920,CRPPA
160762,CCDC63
129787,TMEM18
5947,RBP1
64848,YTHDC2
9704,DHX34
285386,TPRG1
10988,METAP2
11060,WWP2
54838,WBP1L
388743,CAPN8
3142,HLX
57541,ZNF398
421,ARVCF
9619,ABCG1
9290,GPR55
55816,DOK5
3028,HSD17B10
154007,SNRNP48
3174,HNF4G
84236,RHBDD1
54497,HEATR5B
54677,CROT
23417,MLYCD
8707,B3GALT2
282973,JAKMIP3
5068,REG3A
30010,NXPH1
8516,ITGA8
22843,PPM1E
1776,DNASE1L3
640,BLK
4688,NCF2
57705,WDFY4
25780,RASGRP3
960,CD44
6367,CCL22
56940,DUSP22
6932,TCF7
9641,IKBKE
83648,FAM167A
340745,LRIT2
3551,IKBKB
1130,LYST
1609,DGKQ
2820,GPD2
474354,LRRC18
200424,TET3
3654,IRAK1
712,C1QA
4920,ROR2
54842,MFSD6
100131211,NEMP2
5580,PRKCD
27032,ATP2C1
92105,INTS4
6631,SNRPC
941,CD80
222663,SCUBE3
342538,NACA2
9969,MED13
4753,NELL2
23534,TNPO3
1232,CCR3
29,ABR
7701,ZNF142
113146,AHNAK2
10365,KLF2
10718,NRG3
51300,TIMMDC1
157807,CLVS1
79605,PGBD5
3815,KIT
2117,ETV3
122618,PLD4
80231,CXorf21
9588,PRDX6
22891,ZNF365
9887,SMG7
341880,SLC35F4
11222,MRPL3
2744,GLS
116449,CLNK
5069,PAPPA
26054,SENP6
284257,BOD1L2
57113,TRPC7
3092,HIP1
253635,GPATCH11
60684,TRAPPC11
1404,HAPLN1
23165,NUP205
5634,PRPS2
22884,WDR37
54899,PXK
7078,TIMP3
283742,FAM98B
55893,ZNF395
2842,GPR19
158234,TRMT10B
55315,SLC29A3
54585,LZTFL1
115352,FCRL3
3736,KCNA1
146894,CD300LG
23161,SNX13
55174,INTS10
9489,PGS1
5360,PLTP
8843,HCAR3
7301,TYRO3
57678,GPAM
78989,COLEC11
64757,MARC1
255239,ANKK1
338442,HCAR2
9709,HERPUD1
1955,MEGF9
4211,MEIS1
7472,WNT2
29956,CERS2
402117,VWC2L
55790,CSGALNACT1
4542,MYO1F
942,CD86
8740,TNFSF14
965,CD58
1591,CYP24A1
921,CD5
5996,RGS1
26227,PHGDH
152100,CMC1
868,CBLB
4094,MAF
10055,SAE1
51101,ZC2HC1A
342035,GLDN
8915,BCL10
10538,BATF
23480,SEC61G
29121,CLEC2D
116028,RMI2
5194,PEX13
79258,MMEL1
10892,MALT1
57823,SLAMF7
2672,GFI1
10636,RGS14
9657,IQCB1
10437,IFI30
51557,LGSN
3716,JAK1
27120,DKKL1
7039,TGFA
9326,ZNHIT3
7852,CXCR4
7294,TXK
3842,TNPO1
51513,ETV7
9830,TRIM14
148867,SLC30A7
11044,TENT4A
6856,SYPL1
7090,TLE3
149111,CNIH3
642489,FKBP1C
114569,MAL2
55584,CHRNA9
2995,GYPC
6041,RNASEL
342132,ZNF774
2696,GIPR
54496,PRMT7
4010,LMX1B
22854,NTNG1
3973,LHCGR
374470,C12orf42
585,BBS4
3938,LCT
84529,C15orf41
5965,RECQL
144165,PRICKLE1
28232,SLCO3A1
2690,GHR
116085,SLC22A12
390598,SKOR1
56479,KCNQ5
2632,GBE1
9705,ST18
51026,GOLT1B
27164,SALL3
100287898,TTC34
23373,CRTC1
9252,RPS6KA5
4783,NFIL3
9079,LDB2
9686,VGLL4
57698,SHTN1
5500,PPP1CB
25962,VIRMA
375567,VWC2
23269,MGA
57142,RTN4
5992,RFX4
9162,DGKI
203228,C9orf72
5595,MAPK3
55422,ZNF331
5184,PEPD
2322,FLT3
23042,PDXDC1
23112,TNRC6B
11083,DIDO1
120534,ARL14EP
26984,SEC22A
51301,GCNT4
2131,EXT1
57167,SALL4
89932,PAPLN
386617,KCTD8
8945,BTRC
995,CDC25C
29953,TRHDE
9563,H6PD
7837,PXDN
2290,FOXG1
57575,PCDH10
9026,HIP1R
9429,ABCG2
201501,ZBTB7C
219938,SPATA19
57683,ZDBF2
116,ADCYAP1
387712,ENO4
5923,RASGRF1
375593,TRIM73
8110,DPF3
387640,SKIDA1
5126,PCSK2
6119,RPA3
8715,NOL4
23047,PDS5B
84109,QRFPR
1394,CRHR1
10283,CWC27
9456,HOMER1
6529,SLC6A1
27091,CACNG5
84570,COL25A1
6002,RGS12
64405,CDH22
4884,NPTX1
54221,SNTG2
102723849,SPDYE17
131118,DNAJC19
93663,ARHGAP18
658,BMPR1B
132789,GNPDA2
3912,LAMB1
885,CCK
57419,SLC24A3
25853,DCAF12
105378803,LRRC53
25917,THUMPD3
84498,FAM120B
55531,ELMOD1
120892,LRRK2
6622,SNCA
23400,ATP13A2
65018,PINK1
55737,VPS35
2629,GBA
84286,TMEM175
683,BST1
10457,GPNMB
6456,SH3GL2
2580,GAK
2534,FYN
100129583,FAM47E
56922,MCCC1
952,CD38
130013,ACMSD
85414,SLC45A3
81615,TMEM163
91942,NDUFAF2
55975,KLHL7
150684,COMMD1
84660,CCDC62
2643,GCH1
22915,MMRN1
22876,INPP5F
5318,PKP2
107,ADCY1
1272,CNTN1
57689,LRRC4C
51134,CEP83
607,BCL9
57630,SH3RF1
7163,TPD52
50862,RNF141
64754,SMYD3
401145,CCSER1
57507,ZNF608
23268,DNMBP
79092,CARD14
26525,IL36RN
51439,FAM8A1
5966,REL
9825,SPATA2
914,CD2
55770,EXOC2
55905,RNF114
153830,RNF145
25833,POU2F3
2191,FAP
283234,CCDC88B
6448,SGSH
6846,XCL2
167465,ZNF366
2641,GCG
9927,MFN2
79807,GSTCD
55212,BBS7
6615,SNAI1
166379,BBS12
1880,GPR183
9447,AIM2
8848,TSC22D1
55620,STAP2
8575,PRKRA
253430,IPMK
252983,STXBP4
6375,XCL1
11177,BAZ1A
389170,LEKR1
340485,ACER2
55750,AGK
7857,SCG2
51586,MED15
255626,H2BC1
23569,PADI4
4794,NFKBIE
1235,CCR6
9308,CD83
219790,RTKN2
3455,IFNAR2
29993,PACSIN1
7006,TEC
326,AIRE
57505,AARS2
220929,ZNF438
51061,TXNDC11
8840,CCN4
441151,TMEM151B
5467,PPARD
202500,TCTE1
2786,GNG4
5453,POU3F1
55297,CCDC91
1432,MAPK14
10563,CXCL13
84300,UQCC2
6204,RPS10
54843,SYTL2
204851,HIPK1
8764,TNFRSF14
23768,FLRT2
10186,LHFPL6
64881,PCDH20
4978,OPCML
84636,GPR174
11165,NUDT3
57035,RSRP1
6624,FSCN1
6674,SPAG1
100288801,FRG2C
23261,CAMTA1
216,ALDH1A1
8543,LMO4
256764,WDR72
81563,C1orf21
619279,ZNF704
7005,TEAD3
841,CASP8
9702,CEP57
79750,ZNF385D
3516,RBPJ
134510,UBLCP1
306,ANXA3
140767,NRSN1
29851,ICOS
284252,KCTD1
57187,THOC2
245806,VGLL2
170712,COX7B2
84101,USP44
9355,LHX2
100381270,ZBED6
9877,ZC3H11A
9750,RIPOR2
164832,LONRF2
1491,CTH
139886,SPIN4
2043,EPHA4
6176,RPLP1
6585,SLIT1
81848,SPRY4
23252,OTUD3
2768,GNA12
200844,C3orf67
148423,C1orf52
84937,ZNRF1
285429,DCAF4L1
57727,NCOA5
7518,XRCC4
23308,ICOSLG
2823,GPM6A
90952,ESAM
8911,CACNA1I
1316,KLF6
10690,FUT9
665,BNIP3L
23314,SATB2
2016,EMX1
57795,BRINP2
57412,AS3MT
23584,VSIG2
4325,MMP16
4124,MAN2A1
488,ATP2A2
8452,CUL3
22866,CNKSR2
23019,CNOT1
51201,ZDHHC2
57476,GRAMD1B
57591,MRTFA
29982,NRBF2
1182,CLCN3
7071,KLF10
10129,FRY
10769,PLK2
9649,RALGPS1
79568,MAIP1
22990,PCNX1
129450,TYW5
23451,SF3B1
1745,DLX1
133418,EMB
7296,TXNRD1
55729,ATF7IP
145567,TTC7B
80148,SLC66A2
64062,RBM26
57144,PAK5
57502,NLGN4X
25797,QPCT
10198,MPHOSPH9
64786,TBC1D15
9881,TRANK1
79913,ACTR5
90485,ZNF835
4828,NMB
2033,EP300
3313,HSPA9
9759,HDAC4
3661,IRF3
148534,TLCD4
254531,LPCAT4
10920,COPS8
119032,BORCS7
5764,PTN
57458,TMCC3
6038,RNASE4
51678,MPP6
57495,NWD2
9529,BAG5
23368,PPP1R13B
57586,SYT13
23362,PSD3
5828,PEX2
346007,EYS
389084,SNORC
22877,MLXIP
79811,SLTM
51569,UFM1
55757,UGGT2
3321,IGSF3
130574,LYPD6
5784,PTPN14
399947,C11orf87
25769,SLC24A2
2044,EPHA5
8693,GALNT4
9093,DNAJA3
23293,SMG6
10040,TOM1L1
388336,SHISA6
51185,CRBN
23127,COLGALT2
79946,C10orf95
55213,RCBTB1
55552,ZNF823
1793,DOCK1
403341,ZBTB34
23174,ZCCHC14
116966,WDR17
414328,IDNK
84749,USP30
1786,DNMT1
2561,GABRB2
29969,MDFIC
81554,RCC1L
6532,SLC6A4
6299,SALL1
49855,SCAPER
121793,TEX29
23317,DNAJC13
253827,MSRB3
10614,HEXIM1
54658,UGT1A1
64097,EPB41L4A
50940,PDE11A
26130,GAPVD1
25771,TBC1D22A
5138,PDE2A
442117,GALNTL6
80059,LRRTM4
84318,CCDC77
54927,CHCHD3
6913,TBX15
23007,PLCH1
654,BMP6
221002,RASGEF1A
4045,LSAMP
65263,PYCR3
26115,TANC2
3738,KCNA3
79858,NEK11
169200,TMEM64
57477,SHROOM4
6540,SLC6A13
23467,NPTXR
7849,PAX8
253959,RALGAPA1
140688,NOL4L
6492,SIM1
2045,EPHA7
2898,GRIK2
169714,QSOX2
114788,CSMD3
81624,DIAPH3
50489,CD207
51704,GPRC5B
9672,SDC3
7443,VRK1
84083,ZRANB3
57645,POGK
51366,UBR5
10121,ACTR1A
6004,RGS16
2317,FLNB
8100,IFT88
113278,SLC52A3
8817,FGF18
1075,CTSC
27044,SND1
90701,SEC11C
3371,TNC
84944,MAEL
23518,R3HDM1
29984,RHOD
114815,SORCS1
3751,KCND2
494143,CHAC2
57162,PELI1
55269,PSPC1
9315,NREP
22862,FNDC3A
51555,PEX5L
8854,ALDH1A2
55705,IPO9
4976,OPA1
137970,UNC5D
9783,RIMS3
116931,MED12L
1962,EHHADH
84675,TRIM55
344807,CD200R1L
222008,VSTM2A
55636,CHD7
9175,MAP3K13
79633,FAT4
729665,CCDC175
26146,TRAF3IP1
28999,KLF15
23762,OSBP2
4869,NPM1
56667,MUC13
8932,MBD2
54546,RNF186
1811,SLC26A3
255104,TMCO4
1738,DLD
3579,CXCR2
2835,GPR12
400935,IL17REL
29126,CD274
84458,LCOR
9034,CCRL2
11172,INSL6
11329,STK38
3683,ITGAL
51460,SFMBT1
64784,CRTC3
285848,PNPLA1
56256,SERTAD4
6003,RGS13
3554,IL1R1
10042,HMGXB4
6332,SCN7A
54520,CCDC93
5739,PTGIR
90139,TSPAN18
9352,TXNL1
55885,LMO3
79191,IRX3
23253,ANKRD12
221481,ARMC12
